,genes,description,MF Terms,Receptor/Channel,Kinase/Phosphatase,Ubiquitin/E3,Vesicle/Transporters,GTP/ATP Regulators,Nucleic Acid Binding,Translation,Membrane/Cell Adhesion,Other Regulators,Scaffolds/Adaptors,Cytoskeletal,Calcium Ion Binding,Other Enzymes,Other protein binders,unknown functions,Function Total
5,CREBBP,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348],"['MRF binding', 'histone acetyltransferase activity', 'damaged DNA binding', 'transcription coactivator activity', 'transcription corepressor activity', 'RNA polymerase II transcription factor binding', 'RNA polymerase II activating transcription factor binding', 'chromatin DNA binding', 'p53 binding', 'zinc ion binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
6,GNAS,GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392],"['beta-2 adrenergic receptor binding', 'ionotropic glutamate receptor binding', 'GTPase activity', 'insulin-like growth factor receptor binding', 'G-protein beta/gamma-subunit complex binding', 'GTP binding', 'adenylate cyclase activator activity', 'D1 dopamine receptor binding', 'metal ion binding', 'corticotropin-releasing hormone receptor 1 binding', 'mu-type opioid receptor binding']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
7,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855],"['ubiquitin protein ligase binding', 'RNA binding', 'protein domain specific binding', 'ion channel binding', 'transcription factor binding', 'cadherin binding', 'protein kinase binding', 'identical protein binding']",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,6
8,CUL3,cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553],"['ubiquitin protein ligase binding', 'cyclin binding', 'ubiquitin protein ligase activity', 'POZ domain binding', 'Notch binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,NFKB1,nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794],"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'transcription factor binding', 'actinin binding', 'chromatin binding', 'identical protein binding']",0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4
10,FN1,fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778],"['protease binding', 'disordered domain specific binding', 'proteoglycan binding', 'collagen binding', 'protein C-terminus binding', 'chaperone binding', 'peptidase activator activity', 'extracellular matrix structural constituent', 'heparin binding', 'identical protein binding', 'integrin binding']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11,CALM3,calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449],"['N-terminal myristoylation domain binding', 'protein serine/threonine kinase activator activity', 'disordered domain specific binding', 'calcium ion binding', 'titin binding', 'phosphatidylinositol 3-kinase binding', 'ion channel binding', 'calcium-dependent protein binding', 'nitric-oxide synthase binding', 'type 3 metabotropic glutamate receptor binding', 'protein phosphatase activator activity', 'adenylate cyclase activator activity', 'adenylate cyclase binding', 'protein kinase binding', 'nitric-oxide synthase regulator activity']",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4
12,HNRNPU,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048],"['transcription corepressor activity', 'ATP binding', 'poly(G) binding', 'ribonucleoprotein complex binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', ""mRNA 3'-UTR binding"", 'actin binding', 'single-stranded DNA binding', 'telomerase RNA binding', 'promoter-specific chromatin binding', 'chromatin DNA binding', 'double-stranded RNA binding', 'TFIIH-class transcription factor complex binding', 'RNA polymerase II C-terminal domain binding', 'identical protein binding', 'poly(C) RNA binding', 'pre-mRNA binding', 'poly(A) binding', 'snRNA binding']",0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,5
13,MDM2,MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973],"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'ubiquitin protein ligase binding', 'ubiquitin binding', 'disordered domain specific binding', 'protein N-terminus binding', 'scaffold protein binding', 'SUMO transferase activity', 'ubiquitin protein ligase activity', 'NEDD8 ligase activity', 'ribonucleoprotein complex binding', '5S rRNA binding', 'ligase activity', 'p53 binding', 'identical protein binding', 'zinc ion binding']",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4
14,FBXW11,F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607],"['ubiquitin protein ligase activity', 'dynein complex binding', 'microtubule plus-end binding', 'protein dimerization activity']",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
15,UTRN,utrophin [Source:HGNC Symbol;Acc:HGNC:12635],"['actin binding', 'vinculin binding', 'integrin binding', 'protein kinase binding', 'zinc ion binding']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
16,SORBS2,sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098],"['structural constituent of cytoskeleton', 'cytoskeletal anchor activity', 'protein binding', 'RNA binding', 'structural constituent of muscle']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
17,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853],"['glucocorticoid receptor binding', 'insulin-like growth factor receptor binding', 'sodium channel regulator activity', 'actin binding', 'protein domain specific binding', 'enzyme binding', 'ion channel binding', 'protein heterodimerization activity', 'identical protein binding']",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
18,NPM1,nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910],"['protein kinase inhibitor activity', 'ribosomal large subunit binding', 'NF-kappaB binding', 'Tat protein binding', 'ribosomal small subunit binding', 'transcription coactivator activity', 'RNA binding', 'activating transcription factor binding', 'core promoter sequence-specific DNA binding', 'unfolded protein binding', 'protein kinase binding', 'chromatin binding', 'histone binding', 'protein homodimerization activity']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
19,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854],"['protein N-terminus binding', '14-3-3 protein binding', 'ion channel binding', 'protein domain specific binding', 'protein C-terminus binding', 'identical protein binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031],"['telomeric repeat-containing RNA binding', 'single-stranded RNA binding', 'pre-mRNA binding', 'protein domain specific binding', 'G-rich strand telomeric DNA binding', 'miRNA binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
21,HLA-B,"major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]","['TAP binding', 'peptide antigen binding', 'chaperone binding', 'signaling receptor binding']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22,STXBP1,syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444],"['syntaxin-1 binding', 'protein N-terminus binding', 'RNA binding', 'protein domain specific binding', 'protein kinase binding', 'phospholipase binding', 'identical protein binding']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
23,CBL,Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541],"['epidermal growth factor receptor binding', 'ephrin receptor binding', 'calcium ion binding', 'ubiquitin protein ligase activity', 'SH3 domain binding', 'phosphatidylinositol 3-kinase regulatory subunit binding', 'phosphotyrosine residue binding', 'cadherin binding', 'receptor tyrosine kinase binding']",1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,6
24,MATR3,matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912],"['mRNA binding', 'structural molecule activity', 'miRNA binding', 'identical protein binding', 'zinc ion binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,LNX1,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657],"['metal ion binding', 'PDZ domain binding', 'ubiquitin-protein transferase activity', 'identical protein binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,GNB1,G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396],"['GTPase activity', 'G-protein gamma-subunit binding', 'alkylglycerophosphoethanolamine phosphodiesterase activity', 'spectrin binding', 'GTPase binding']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28,DVL2,dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086],"['small GTPase binding', 'protein-macromolecule adaptor activity', 'protein self-association', 'protein domain specific binding', 'frizzled binding', 'protein kinase binding', 'identical protein binding']",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3
29,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849],"['protein kinase inhibitor activity', 'protein-containing complex binding', 'histone deacetylase binding', 'protein domain specific binding', 'cadherin binding', 'protein C-terminus binding', 'phosphoserine residue binding', 'identical protein binding']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
30,FXR2,FMR1 autosomal homolog 2 [Source:HGNC Symbol;Acc:HGNC:4024],"[""mRNA 3'-UTR binding"", 'translation regulator activity', 'protein heterodimerization activity', 'protein homodimerization activity']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
31,WWOX,WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:HGNC:12799],"['enzyme binding', 'oxidoreductase activity', 'transcription coactivator activity']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]","['dihydroorotase activity', 'ATP binding', 'enzyme binding', 'aspartate binding', 'carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity', 'aspartate carbamoyltransferase activity', 'protein kinase activity', 'identical protein binding', 'zinc ion binding']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
33,CDC5L,cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743],"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'transcription corepressor binding', 'RNA binding', 'leucine zipper domain binding', 'WD40-repeat domain binding', 'protein phosphatase 1 binding', 'protein kinase binding', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding']",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4
34,EZR,ezrin [Source:HGNC Symbol;Acc:HGNC:12691],"['ATPase binding', 'disordered domain specific binding', 'S100 protein binding', 'RNA binding', 'microtubule binding', 'cadherin binding', 'protein C-terminus binding', 'protein kinase A regulatory subunit binding', 'actin filament binding', 'protein kinase A catalytic subunit binding', 'identical protein binding']",0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,6
35,XRCC5,X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833],"['enzyme activator activity', 'protein-containing complex binding', 'ubiquitin protein ligase binding', 'DNA helicase activity', 'damaged DNA binding', 'DNA end binding', 'ATP binding', ""5'-deoxyribose-5-phosphate lyase activity"", 'U3 snoRNA binding', 'double-stranded telomeric DNA binding', 'protein C-terminus binding', 'transcription regulatory region sequence-specific DNA binding', 'DNA-dependent ATPase activity']",0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,5
36,PARP1,poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270],"['histone deacetylase binding', 'estrogen receptor binding', 'NAD+ ADP-ribosyltransferase activity', 'protein N-terminus binding', 'NAD binding', 'protein ADP-ribosylase activity', 'RNA binding', 'NAD DNA ADP-ribosyltransferase activity', 'DNA binding', 'protein kinase binding', 'R-SMAD binding', 'identical protein binding', 'zinc ion binding']",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4
37,RPA1,replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289],"['G-rich strand telomeric DNA binding', 'protein binding', 'metal ion binding', 'damaged DNA binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,SYT1,synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509],"['syntaxin-1 binding', 'syntaxin-3 binding', 'calmodulin binding', 'phosphatidylinositol-4,5-bisphosphate binding', 'phosphatidylserine binding', 'calcium-dependent protein binding', 'protein heterodimerization activity', 'protein C-terminus binding', 'low-density lipoprotein particle receptor binding', 'calcium ion sensor activity', 'clathrin binding', 'calcium-dependent phospholipid binding', 'identical protein binding']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
39,RAB11A,"RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]","['syntaxin binding', 'GTPase activity', 'myosin V binding', 'GTP binding', 'microtubule binding']",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
40,CDC42,cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736],"['GBD domain binding', 'GTP-dependent protein binding', 'GTPase activity', 'ubiquitin protein ligase activity', 'GTP binding', 'thioesterase binding', 'mitogen-activated protein kinase kinase kinase binding', 'apolipoprotein A-I receptor binding', 'identical protein binding']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4
41,CUL1,cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551],"['ubiquitin protein ligase binding', 'ubiquitin-protein transferase activity']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,ILF3,interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038],"['protein binding', 'single-stranded RNA binding', ""mRNA 3'-UTR AU-rich region binding"", 'DNA binding', 'double-stranded RNA binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
43,STUB1,STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427],"['TPR domain binding', 'ubiquitin protein ligase binding', 'Hsp70 protein binding', 'G protein-coupled receptor binding', 'protein-macromolecule adaptor activity', 'kinase binding', 'SMAD binding', 'misfolded protein binding', 'tau protein binding', 'ubiquitin-ubiquitin ligase activity', 'chaperone binding', 'Hsp90 protein binding', 'protein homodimerization activity']",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5
44,PLEKHA7,pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049],['delta-catenin binding'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,NRXN3,neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010],"['signaling receptor activity', 'cell adhesion molecule binding', 'neuroligin family protein binding', 'metal ion binding']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
46,LMO7,LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646],"['metal ion binding', 'ubiquitin-protein transferase activity', 'protein binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47,ITSN2,intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184],"['molecular adaptor activity', 'guanyl-nucleotide exchange factor activity', 'protein binding', 'calcium ion binding']",0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4
48,HNRNPC,heterogeneous nuclear ribonucleoprotein C [Source:HGNC Symbol;Acc:HGNC:5035],"['telomerase RNA binding', 'N6-methyladenosine-containing RNA binding', ""mRNA 3'-UTR binding"", 'poly(U) RNA binding', 'nucleosomal DNA binding', 'identical protein binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
49,SNAP25,synaptosome associated protein 25 [Source:HGNC Symbol;Acc:HGNC:11132],"['voltage-gated potassium channel activity', 'SNAP receptor activity', 'syntaxin-1 binding', 'calcium-dependent protein binding']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
50,STIP1,stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387],"['Hsp70 protein binding', 'RNA binding', 'chaperone binding', 'protein C-terminus binding', 'Hsp90 protein binding']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
51,RNF2,ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061],"['RING-like zinc finger domain binding', 'chromatin binding', 'ubiquitin protein ligase activity', 'zinc ion binding']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
53,FBXO6,F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585],"['carbohydrate binding', 'ubiquitin protein ligase activity', 'protein binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54,LRRC4C,leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:HGNC:29317],['cell-cell adhesion mediator activity'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
55,PLCG1,phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065],"['phosphatidylinositol phospholipase C activity', 'calcium ion binding', 'calcium-dependent phospholipase C activity', 'glutamate receptor binding', 'neurotrophin TRKA receptor binding', 'receptor tyrosine kinase binding']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
57,YBX1,Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014],"['miRNA binding', 'sequence-specific double-stranded DNA binding', 'C5-methylcytidine-containing RNA binding', 'GTPase binding']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
59,COPS5,COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240],"['thiol-dependent ubiquitin-specific protease activity', 'isopeptidase activity', 'transcription coactivator activity', 'translation initiation factor activity', 'enzyme binding', 'NEDD8-specific protease activity', 'metalloendopeptidase activity', 'metal ion binding', 'macrophage migration inhibitory factor binding']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
60,FASN,fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594],"['3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity', 'enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity', '3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity', '3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity', '(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity', 'cadherin binding', '[acyl-carrier-protein] S-malonyltransferase activity', '3-oxo-glutaryl-[acp] methyl ester reductase activity', 'RNA binding', '3-oxo-pimeloyl-[acp] methyl ester reductase activity', '[acyl-carrier-protein] S-acetyltransferase activity', 'palmitoyl-[acyl-carrier-protein] hydrolase activity', 'phosphopantetheine binding', 'drug binding', 'identical protein binding', '3-oxoacyl-[acyl-carrier-protein] synthase activity', '3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity', 'myristoyl-[acyl-carrier-protein] hydrolase activity', 'oleoyl-[acyl-carrier-protein] hydrolase activity', 'NADPH binding']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
61,SQSTM1,sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280],"['protein-containing complex binding', 'ubiquitin protein ligase binding', 'ionotropic glutamate receptor binding', 'identical protein binding', 'ubiquitin binding', 'SH2 domain binding', 'protein kinase C binding', 'protein serine/threonine kinase activity', 'K63-linked polyubiquitin modification-dependent protein binding', 'receptor tyrosine kinase binding', 'zinc ion binding']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
62,FBL,fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599],"['ATPase binding', 'TFIID-class transcription factor complex binding', 'histone-glutamine methyltransferase activity', 'RNA binding', 'rRNA methyltransferase activity']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
63,TRIM28,tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384],"['ubiquitin protein ligase binding', 'transcription corepressor activity', 'transcription coactivator activity', 'SUMO transferase activity', 'RNA binding', 'promoter-specific chromatin binding', 'sequence-specific DNA binding', 'ubiquitin-protein transferase activity', 'protein kinase activity', 'Krueppel-associated box domain binding', 'chromo shadow domain binding', 'zinc ion binding']",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4
64,STX1B,syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539],"['protein kinase binding', 'signaling receptor binding', 'protein domain specific binding', 'SNAP receptor activity', 'SNARE binding']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
65,KDM1A,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079],"['MRF binding', 'telomeric repeat-containing RNA binding', 'flavin adenine dinucleotide binding', 'RNA polymerase II transcription factor binding', 'oxidoreductase activity', 'promoter-specific chromatin binding', 'enzyme binding', 'androgen receptor binding', 'histone demethylase activity (H3-K9 specific)', 'histone demethylase activity (H3-dimethyl-K4 specific)', 'p53 binding', 'nuclear receptor coactivator activity']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
66,AGO2,argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263],"['translation initiation factor activity', 'single-stranded RNA binding', 'mRNA cap binding', 'core promoter sequence-specific DNA binding', 'RNA 7-methylguanosine cap binding', 'protein C-terminus binding', 'metal ion binding', 'endoribonuclease activity, cleaving siRNA-paired mRNA', 'endoribonuclease activity, cleaving miRNA-paired mRNA', 'siRNA binding', 'double-stranded RNA binding', 'miRNA binding', 'RNA polymerase II complex binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
67,DOCK9,dedicator of cytokinesis 9 [Source:HGNC Symbol;Acc:HGNC:14132],"['guanyl-nucleotide exchange factor activity', 'cadherin binding']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
68,SPTBN1,"spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]","['structural constituent of cytoskeleton', 'calmodulin binding', 'RNA binding', 'phospholipid binding', 'actin binding', 'cadherin binding', 'ankyrin binding', 'GTPase binding']",0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,5
69,NCL,nucleolin [Source:HGNC Symbol;Acc:HGNC:7667],"['DNA topoisomerase binding', 'protein C-terminus binding', 'telomeric DNA binding', ""mRNA 5'-UTR binding"", 'identical protein binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
70,SNW1,SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696],"['transcription corepressor activity', 'transcription coactivator activity', 'RNA binding', 'SMAD binding', 'enzyme binding', 'retinoic acid receptor binding', 'vitamin D receptor binding', 'Notch binding', 'androgen receptor binding']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
71,TLN2,talin 2 [Source:HGNC Symbol;Acc:HGNC:15447],"['actin filament binding', 'structural constituent of cytoskeleton', 'integrin binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
72,SYT7,synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514],"['syntaxin binding', 'calmodulin binding', 'calcium ion binding', 'phosphatidylinositol-4,5-bisphosphate binding', 'phosphatidylserine binding', 'clathrin binding', 'calcium-dependent phospholipid binding']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
73,SMAD2,SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768],"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'type I transforming growth factor beta receptor binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'ubiquitin protein ligase binding', 'disordered domain specific binding', 'activating transcription factor binding', 'I-SMAD binding', 'tau protein binding', 'metal ion binding', 'co-SMAD binding', 'chromatin binding', 'phosphatase binding', 'R-SMAD binding']",1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,6
74,PTBP3,polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253],['mRNA binding'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,HNRNPK,heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044],"['mRNA binding', 'protein domain specific binding', 'DNA binding', 'cadherin binding', 'identical protein binding']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
76,LRBA,LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742],['protein kinase binding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,XRCC6,X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055],"['protein-containing complex binding', 'cyclin binding', 'DNA helicase activity', 'damaged DNA binding', 'DNA end binding', 'RNA binding', 'ATP binding', ""5'-deoxyribose-5-phosphate lyase activity"", 'double-stranded telomeric DNA binding', 'protein C-terminus binding', 'transcription regulatory region sequence-specific DNA binding', 'DNA-dependent ATPase activity']",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4
78,SNRPN,small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164],"['RNA binding', 'protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
79,SBF2,SET binding factor 2 [Source:HGNC Symbol;Acc:HGNC:2135],"['phosphatidylinositol binding', 'phosphatase regulator activity', 'guanyl-nucleotide exchange factor activity', 'phosphatase binding']",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4
81,SOD1,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179],"['small GTPase binding', 'protein phosphatase 2B binding', 'superoxide dismutase activity', 'chaperone binding', 'copper ion binding', 'identical protein binding', 'zinc ion binding']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
82,PTBP1,polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583],"['poly-pyrimidine tract binding', 'protein binding', 'mRNA binding', 'pre-mRNA binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
83,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:2720]","['phosphatidylinositol-4,5-bisphosphate binding', 'phosphatidylserine binding', 'phosphatidylinositol-3,4,5-trisphosphate binding', 'cadherin binding', 'metal ion binding', 'GTPase activator activity']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
84,HNRNPD,heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036],"['histone deacetylase binding', ""mRNA 3'-UTR AU-rich region binding"", 'transcription factor binding', 'minor groove of adenine-thymine-rich DNA binding', 'telomeric DNA binding', 'chromatin binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
87,SHANK2,SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295],"['SH3 domain binding', 'synaptic receptor adaptor activity', 'ionotropic glutamate receptor binding']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
88,MSH2,mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325],"['protein kinase binding', 'four-way junction DNA binding', 'single-stranded DNA binding', 'single guanine insertion binding', 'dinucleotide repeat insertion binding', 'centromeric DNA binding', 'oxidized purine DNA binding', 'ADP binding', 'magnesium ion binding', 'ATP binding', 'MutLalpha complex binding', 'guanine/thymine mispair binding', 'double-strand/single-strand DNA junction binding', 'protein C-terminus binding', 'single thymine insertion binding', 'DNA-dependent ATPase activity', 'chromatin binding', 'protein homodimerization activity']",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,4
89,NBEAL2,neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928],['protein kinase binding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,DOCK11,dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483],"['guanyl-nucleotide exchange factor activity', 'protein binding']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
91,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041],"['poly(U) RNA binding', 'identical protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
