,genes,description,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile
2086,DHPS,deoxyhypusine synthase [Source:HGNC Symbol;Acc:HGNC:2869],4.347678513439264,0,0,0,0,0,0,0,0,0,0,no,no,81.75702413929561
8284,SUGT1,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]",4.347492297704419,0,0,0,0,0,1,1,0,2,2,no,no,81.74713098535813
2311,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964],4.347288405445052,0,1,0,1,1,1,1,1,4,5,no,no,81.73723783142066
722,ATXN10,ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549],4.347279622353371,0,0,0,1,0,1,1,0,3,3,no,no,81.72734467748319
7211,RPN2,ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382],4.347240614664372,0,0,0,1,1,1,1,0,4,4,no,no,81.7174515235457
1186,CCT5,chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618],4.347204727820393,0,1,0,1,1,1,1,1,4,5,no,no,81.70755836960824
2604,ETS1,"ETS proto-oncogene 1, transcription factor [Source:HGNC Symbol;Acc:HGNC:3488]",4.347101797671127,0,0,0,0,0,0,0,0,0,0,no,no,81.69766521567075
1569,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]",4.34706681635547,0,0,0,0,0,0,0,0,0,0,no,no,81.68777206173328
3436,HADHB,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803],4.346936295916996,0,1,0,1,1,1,1,1,4,5,no,no,81.6778789077958
4062,KCNJ12,potassium inwardly rectifying channel subfamily J member 12 [Source:HGNC Symbol;Acc:HGNC:6258],4.3466634642674045,0,1,1,0,0,0,0,2,0,2,no,no,81.66798575385833
3860,INF2,inverted formin 2 [Source:HGNC Symbol;Acc:HGNC:23791],4.346608021007437,0,1,0,1,0,0,0,1,1,2,no,no,81.65809259992085
933,BTAF1,B-TFIID TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:17307],4.346501142462573,0,0,0,0,0,0,1,0,1,1,no,no,81.64819944598337
9028,TSR3,TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175],4.346467824033168,0,0,0,0,0,0,0,0,0,0,no,no,81.63830629204591
8123,SRP14,signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299],4.346435381852352,0,0,0,1,0,1,1,0,3,3,no,no,81.62841313810843
6166,PJA2,praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481],4.346402474726445,0,0,0,1,0,0,1,0,2,2,no,no,81.61851998417094
7940,SNCG,synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141],4.346288365309968,0,0,0,0,0,0,0,0,0,0,no,no,81.60862683023349
8029,SP1,Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205],4.346202911755029,0,0,0,0,0,0,0,0,0,0,no,no,81.59873367629599
9268,USF2,"upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]",4.346149565704993,0,0,0,0,0,0,0,0,0,0,no,no,81.58884052235851
9423,WASF3,WASP family member 3 [Source:HGNC Symbol;Acc:HGNC:12734],4.3460974610810865,1,1,0,1,1,0,0,2,2,4,no,no,81.57894736842105
4892,MLST8,"MTOR associated protein, LST8 homolog [Source:HGNC Symbol;Acc:HGNC:24825]",4.345701250680919,0,0,0,0,0,0,1,0,1,1,no,no,81.56905421448357
456,APLNR,apelin receptor [Source:HGNC Symbol;Acc:HGNC:339],4.3456712398708905,0,0,0,0,0,0,0,0,0,0,no,no,81.55916106054609
5546,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],4.3456210578074845,0,0,0,0,0,0,0,0,0,0,no,no,81.54926790660863
3513,HEXB,hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879],4.345613529400369,0,0,0,1,1,0,0,0,2,2,no,no,81.53937475267115
8792,TNKS1BP1,tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081],4.345562618385423,0,0,0,1,1,1,1,0,4,4,no,no,81.5294815987337
2075,DGKA,diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849],4.345517692190699,0,0,0,0,0,0,1,0,1,1,no,no,81.5195884447962
2754,FBXL15,F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155],4.345476796781742,0,0,0,0,0,0,0,0,0,0,no,no,81.50969529085873
4908,MNAT1,MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181],4.345245469023565,0,0,0,0,0,0,0,0,0,0,no,no,81.49980213692125
522,ARHGAP21,Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725],4.345096835875902,0,1,0,1,0,1,1,1,3,4,no,no,81.48990898298378
3907,IQGAP3,IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:20669],4.344738334648409,0,0,0,0,0,0,0,0,0,0,no,no,81.4800158290463
6673,PTPN23,protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406],4.344660418060648,0,1,0,1,0,1,1,1,3,4,no,no,81.47012267510883
7725,SLC25A12,solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982],4.344624822341206,0,1,0,1,1,1,1,1,4,5,no,no,81.46022952117134
9446,WDR37,WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406],4.344615682779017,0,1,1,1,1,1,1,2,4,6,no,no,81.45033636723387
2972,FRRS1L,ferric chelate reductase 1 like [Source:HGNC Symbol;Acc:HGNC:1362],4.344520756335841,0,0,0,1,1,0,0,0,2,2,no,no,81.4404432132964
257,AK5,adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365],4.344393519746989,0,1,0,1,1,0,0,1,2,3,no,no,81.43055005935892
5557,NSD1,nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:HGNC:14234],4.344169255343348,0,0,0,0,0,0,0,0,0,0,no,no,81.42065690542145
8118,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744],4.344122733868848,0,1,0,1,1,1,1,1,4,5,no,no,81.41076375148397
7834,SLC6A15,solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621],4.343786319594815,0,0,0,0,0,0,0,0,0,0,no,no,81.4008705975465
2848,FHL3,four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704],4.343717319544837,0,0,0,0,0,0,0,0,0,0,no,no,81.39097744360902
2961,FRK,fyn related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955],4.343458108616402,0,0,0,1,0,0,0,0,1,1,no,no,81.38108428967155
2622,EXOC1,exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380],4.343116798212918,0,1,1,1,1,1,1,2,4,6,no,no,81.37119113573407
4160,KIF5B,kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324],4.343066935471518,0,1,1,1,1,1,1,2,4,6,no,no,81.3612979817966
8821,TOMM22,translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002],4.34295835384343,0,0,0,0,0,1,1,0,2,2,no,no,81.35140482785913
2532,EPHA1,EPH receptor A1 [Source:HGNC Symbol;Acc:HGNC:3385],4.342694507223056,0,0,0,0,0,0,0,0,0,0,no,no,81.34151167392164
1493,CHUK,component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol;Acc:HGNC:1974],4.342340225862417,0,0,0,0,0,0,0,0,0,0,no,no,81.33161851998419
5822,PARP4,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271],4.342219108479761,0,0,0,0,0,0,0,0,0,0,no,no,81.32172536604669
6872,RASD2,RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229],4.341839408867764,0,0,0,0,0,0,0,0,0,0,no,no,81.31183221210922
391,ANKRD6,ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:17280],4.3414441113331,0,0,0,0,0,0,0,0,0,0,no,no,81.30193905817173
3559,HLTF,helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099],4.341097407553637,0,0,0,0,0,0,0,0,0,0,no,no,81.29204590423427
2034,DDX54,DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084],4.341077581825044,0,0,0,0,0,0,0,0,0,0,no,no,81.28215275029679
10082,ZRANB3,zinc finger RANBP2-type containing 3 [Source:HGNC Symbol;Acc:HGNC:25249],4.341016602353196,0,0,0,0,0,0,0,0,0,0,no,no,81.2722595963593
1606,CNN2,calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156],4.340675757257735,0,0,0,0,0,0,1,0,1,1,no,no,81.26236644242185
1000,CACNA1S,calcium voltage-gated channel subunit alpha1 S [Source:HGNC Symbol;Acc:HGNC:1397],4.340522924482082,0,0,0,1,0,0,0,0,1,1,no,no,81.25247328848437
1667,COL7A1,collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214],4.340513049627374,0,0,0,0,0,0,0,0,0,0,no,no,81.24258013454691
518,ARHGAP17,Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239],4.340356389648516,0,0,0,0,0,0,1,0,1,1,no,no,81.23268698060943
5510,NPLOC4,"NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]",4.340317224006336,0,0,0,0,0,0,1,0,1,1,no,no,81.22279382667195
6107,PIAS2,protein inhibitor of activated STAT 2 [Source:HGNC Symbol;Acc:HGNC:17311],4.3401723162507,0,0,0,0,0,0,0,0,0,0,no,no,81.21290067273445
2884,FLT4,fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767],4.339983305997759,0,0,0,0,0,0,0,0,0,0,no,no,81.203007518797
1330,CDK5RAP3,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673],4.339936503884002,0,1,0,0,0,0,1,1,1,2,no,no,81.19311436485951
5652,OCLN,occludin [Source:HGNC Symbol;Acc:HGNC:8104],4.339884290311353,0,0,0,0,0,0,0,0,0,0,no,no,81.18322121092206
6616,PSMD8,"proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]",4.3398532797208675,0,0,0,0,0,1,1,0,2,2,no,no,81.17332805698456
5783,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587],4.339296645075644,0,1,0,1,1,1,1,1,4,5,no,no,81.16343490304709
419,AOX1,aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553],4.339275014382928,0,0,0,0,0,0,1,0,1,1,no,no,81.15354174910962
4599,MAGEE1,MAGE family member E1 [Source:HGNC Symbol;Acc:HGNC:24934],4.338822479794241,0,0,0,0,0,0,0,0,0,0,no,no,81.14364859517214
815,BCL2L11,BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994],4.338707898627293,0,0,0,0,0,0,0,0,0,0,no,no,81.13375544123467
8328,SYBU,syntabulin [Source:HGNC Symbol;Acc:HGNC:26011],4.338530882094102,0,1,0,1,1,1,0,1,3,4,no,no,81.12386228729719
532,ARHGAP35,Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591],4.338476349880205,0,0,0,1,0,1,1,0,3,3,no,no,81.11396913335972
7449,SEC24C,"SEC24 homolog C, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10705]",4.338463721920072,0,1,0,0,0,1,1,1,2,3,no,no,81.10407597942223
8203,STAT2,signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363],4.338440652985353,0,0,0,0,0,0,1,0,1,1,no,no,81.09418282548476
270,AKAP8L,A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857],4.3379815391028265,0,0,0,0,0,0,1,0,1,1,no,no,81.0842896715473
1369,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230],4.337912298198152,0,0,0,0,0,1,1,0,2,2,no,no,81.07439651760981
5162,MYO7A,myosin VIIA [Source:HGNC Symbol;Acc:HGNC:7606],4.337855114029487,0,0,0,0,0,1,0,0,1,1,no,no,81.06450336367234
5971,PDIA6,protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168],4.337287396770008,0,1,1,1,1,1,1,2,4,6,no,no,81.05461020973486
2423,EIF3B,eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280],4.336911182683605,1,0,0,1,0,0,1,1,2,3,no,no,81.04471705579739
1584,CLVS2,clavesin 2 [Source:HGNC Symbol;Acc:HGNC:23046],4.3368786852807535,0,0,0,1,0,0,0,0,1,1,no,no,81.03482390185991
8188,STAG2,stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355],4.336867140192458,0,0,0,0,0,0,0,0,0,0,no,no,81.02493074792244
5714,OSBPL5,oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392],4.3367525004186405,0,0,0,0,0,0,1,0,1,1,no,no,81.01503759398496
4994,MRPS10,mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502],4.3367280088351645,0,0,0,0,0,0,0,0,0,0,no,no,81.00514444004749
2370,EEA1,early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185],4.336567364074878,0,1,0,1,0,0,1,1,2,3,no,no,80.99525128611002
3784,IGBP1,immunoglobulin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5461],4.336526799612561,0,0,0,1,0,0,1,0,2,2,no,no,80.98535813217255
9023,TSPYL2,TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358],4.336492648426473,0,0,0,0,0,0,0,0,0,0,no,no,80.97546497823507
8861,TPM2,tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011],4.336398343969521,0,1,0,0,0,0,0,1,0,1,no,no,80.96557182429758
8848,TP53INP2,tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104],4.3361948546219065,0,0,0,0,0,0,0,0,0,0,no,no,80.9556786703601
8442,TBC1D4,TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165],4.33616311110034,0,0,0,0,0,0,0,0,0,0,no,no,80.94578551642263
9188,UBR1,ubiquitin protein ligase E3 component n-recognin 1 [Source:HGNC Symbol;Acc:HGNC:16808],4.336150543890397,0,0,0,0,0,0,1,0,1,1,no,no,80.93589236248516
7210,RPN1,ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381],4.335864927393542,0,1,0,1,1,1,1,1,4,5,no,no,80.9259992085477
1457,CHM,CHM Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1940],4.335662495476618,0,0,0,0,0,0,0,0,0,0,no,no,80.91610605461021
8618,TIAM2,TIAM Rac1 associated GEF 2 [Source:HGNC Symbol;Acc:HGNC:11806],4.335619335499172,0,0,0,1,1,0,0,0,2,2,no,no,80.90621290067273
1810,CSRP1,cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469],4.3356005829297,0,1,1,1,1,0,0,2,2,4,no,no,80.89631974673527
6938,RBPMS,"RNA binding protein, mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:19097]",4.335490584476195,0,0,0,0,0,0,0,0,0,0,no,no,80.88642659279779
250,AIRE,autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360],4.33543726577422,0,0,0,0,0,0,0,0,0,0,no,no,80.87653343886029
1470,CHN2,chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944],4.335419533109068,0,0,0,0,0,0,0,0,0,0,no,no,80.86664028492285
4111,KDR,kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307],4.335311961367227,0,0,0,0,0,0,0,0,0,0,no,no,80.85674713098534
8910,TRIB2,tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809],4.335088081480291,0,0,0,0,0,0,0,0,0,0,no,no,80.84685397704789
4049,KCNB2,potassium voltage-gated channel subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:6232],4.335076301812194,0,0,0,1,0,0,1,0,2,2,no,no,80.8369608231104
7952,SNRPA,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151],4.3349344265641685,0,0,0,1,0,0,1,0,2,2,no,no,80.82706766917293
7897,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]",4.334693597846363,0,0,0,0,0,0,1,0,1,1,no,no,80.81717451523545
997,CACNA1F,calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393],4.334185904192489,0,0,1,0,0,0,0,1,0,1,no,no,80.807281361298
7180,RPAP2,RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:HGNC:25791],4.334014070230018,0,0,0,0,0,0,0,0,0,0,no,no,80.79738820736051
6599,PSMC2,"proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]",4.333934221860142,0,0,0,1,1,1,1,0,4,4,no,no,80.78749505342303
8354,SYT13,synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962],4.33390287406789,0,0,0,0,0,0,1,0,1,1,no,no,80.77760189948556
4658,MAP7D2,MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899],4.333762457623132,0,0,0,1,1,0,1,0,3,3,no,no,80.76770874554808
621,ASCC3,activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697],4.3337463889404,0,0,0,0,0,0,1,0,1,1,no,no,80.75781559161061
9433,WDR12,WD repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:14098],4.333314050073831,0,0,0,0,0,0,0,0,0,0,no,no,80.74792243767313
5317,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710],4.3332315975552085,0,1,0,1,1,1,1,1,4,5,no,no,80.73802928373566
2070,DES,desmin [Source:HGNC Symbol;Acc:HGNC:2770],4.333015530908051,0,1,0,0,0,1,1,1,2,3,no,no,80.72813612979817
8793,TNKS2,tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677],4.332928311560866,0,0,0,0,0,0,0,0,0,0,no,no,80.7182429758607
5786,PAK4,p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059],4.332846141270787,0,0,0,0,0,0,1,0,1,1,no,no,80.70834982192324
7964,SNTA1,syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167],4.332430211514002,0,0,0,0,1,0,0,0,1,1,no,no,80.69845666798575
5888,PCDHGA3,"protocadherin gamma subfamily A, 3 [Source:HGNC Symbol;Acc:HGNC:8701]",4.332336550043025,0,0,0,0,0,0,0,0,0,0,no,no,80.68856351404828
8743,TMOD3,tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873],4.332179219935951,0,0,0,0,0,1,1,0,2,2,no,no,80.6786703601108
798,BCAM,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722],4.331936113665674,0,0,0,1,0,0,0,0,1,1,no,no,80.66877720617333
7977,SNX17,sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979],4.3318960383588925,0,0,0,0,0,0,1,0,1,1,no,no,80.65888405223585
8718,TMEM25,transmembrane protein 25 [Source:HGNC Symbol;Acc:HGNC:25890],4.3318581935244485,0,0,0,0,0,0,0,0,0,0,no,no,80.64899089829838
3314,GPRC5B,G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308],4.331816136831478,0,1,0,1,0,0,0,1,1,2,no,no,80.63909774436091
375,ANKRD11,ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316],4.331778679678397,0,0,0,0,0,0,0,0,0,0,no,no,80.62920459042344
4903,MMP16,matrix metallopeptidase 16 [Source:HGNC Symbol;Acc:HGNC:7162],4.331772645447686,0,0,0,0,0,0,0,0,0,0,no,no,80.61931143648594
7618,SIAH1,siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857],4.331421717851693,0,0,0,0,0,0,0,0,0,0,no,no,80.60941828254849
7903,SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]",4.3311869040043,0,0,0,0,0,0,0,0,0,0,no,no,80.599525128611
2596,ESYT2,extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211],4.330978543339587,0,0,0,0,0,0,1,0,1,1,no,no,80.58963197467352
5537,NR4A1,nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980],4.330944912875614,0,0,0,0,0,0,0,0,0,0,no,no,80.57973882073604
2670,FAF1,Fas associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578],4.3309293971300376,0,0,0,0,0,0,1,0,1,1,no,no,80.56984566679856
49,ABCG4,ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884],4.3309091671354585,0,0,0,0,0,0,0,0,0,0,no,no,80.55995251286109
5239,NBN,nibrin [Source:HGNC Symbol;Acc:HGNC:7652],4.330895241488578,0,0,0,0,0,0,0,0,0,0,no,no,80.55005935892362
9361,VEZT,"vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]",4.330823245463471,0,0,0,0,0,0,1,0,1,1,no,no,80.54016620498615
3079,GBA2,glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986],4.330690416635964,0,0,0,1,0,0,1,0,2,2,no,no,80.5302730510487
151,ADAM15,ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193],4.3306569412381295,0,0,0,0,0,0,0,0,0,0,no,no,80.52037989711121
6276,PNKD,PNKD metallo-beta-lactamase domain containing [Source:HGNC Symbol;Acc:HGNC:9153],4.3306532869221375,1,1,0,1,0,0,0,2,1,3,no,no,80.51048674317373
9409,VTA1,vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954],4.330558370472651,0,1,0,1,0,1,1,1,3,4,no,no,80.50059358923625
6089,PHLDB1,pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697],4.330478881720663,0,1,0,1,0,1,1,1,3,4,no,no,80.49070043529878
3726,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]",4.330440383345758,0,1,0,1,1,0,1,1,3,4,no,no,80.4808072813613
9225,ULK2,unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480],4.330431400907034,0,0,0,1,0,0,0,0,1,1,no,no,80.47091412742381
7102,RMND5A,required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850],4.3303944860769965,0,0,0,0,0,0,0,0,0,0,no,no,80.46102097348634
3398,GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661],4.330389186407653,0,0,0,0,0,0,0,0,0,0,no,no,80.45112781954887
784,BAX,"BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]",4.330371134696943,0,0,0,1,0,0,1,0,2,2,no,no,80.4412346656114
4622,MAN2B2,mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623],4.330358091235346,0,0,0,0,0,0,0,0,0,0,no,no,80.43134151167392
7879,SLK,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088],4.330339130359623,0,1,0,1,0,0,1,1,2,3,no,no,80.42144835773645
7150,RNF40,ring finger protein 40 [Source:HGNC Symbol;Acc:HGNC:16867],4.33030818945934,0,0,0,1,0,0,0,0,1,1,no,no,80.41155520379897
9186,UBQLN4,ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237],4.329774194414569,0,0,0,0,0,0,1,0,1,1,no,no,80.4016620498615
3975,ITM2B,integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174],4.329549732343811,0,0,0,1,0,0,1,0,2,2,no,no,80.39176889592402
6924,RBM6,RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903],4.329519132848287,0,0,0,0,0,0,0,0,0,0,no,no,80.38187574198655
9402,VRK2,VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719],4.329194435639876,0,0,0,0,0,0,0,0,0,0,no,no,80.37198258804906
8180,ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]",4.329120713663372,0,0,0,0,0,0,0,0,0,0,no,no,80.3620894341116
8151,SSB,small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316],4.3290729252007445,0,0,0,1,0,1,1,0,3,3,no,no,80.35219628017411
6750,RAB22A,"RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9764]",4.328629972188193,0,0,0,0,0,0,0,0,0,0,no,no,80.34230312623664
6143,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997],4.3286083725820905,0,1,0,1,1,0,1,1,3,4,no,no,80.33240997229917
4755,MECP2,methyl-CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990],4.328597842642721,0,0,0,0,1,1,0,0,2,2,no,no,80.32251681836168
9653,ZFP36,ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862],4.328531510476662,0,0,0,0,0,0,0,0,0,0,no,no,80.31262366442422
9140,UBAP2L,ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877],4.328021607234056,0,0,0,1,1,1,1,0,4,4,no,no,80.30273051048674
6511,PRKCSH,protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:HGNC:9411],4.327575577480642,0,0,0,0,0,1,1,0,2,2,no,no,80.29283735654926
2989,FTSJ1,FtsJ RNA 2'-O-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13254],4.327525766073837,0,0,0,0,0,0,1,0,1,1,no,no,80.2829442026118
6766,RAB39B,"RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]",4.327379931862878,0,0,0,0,0,0,1,0,1,1,no,no,80.27305104867432
1213,CD2BP2,CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656],4.327160263875772,0,0,0,0,0,0,0,0,0,0,no,no,80.26315789473685
7565,SGSM1,small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410],4.327095011966114,0,0,0,0,0,0,0,0,0,0,no,no,80.25326474079938
2353,ECHS1,"enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]",4.327068269912749,0,0,0,1,1,0,1,0,3,3,no,no,80.24337158686191
7656,SKI,SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896],4.32705925369761,0,0,0,0,0,0,0,0,0,0,no,no,80.2334784329244
7048,RHBDL1,rhomboid like 1 [Source:HGNC Symbol;Acc:HGNC:10007],4.326869254968536,0,0,0,0,0,0,0,0,0,0,no,no,80.22358527898695
