Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
77,FLNA,"['cell-cell junction', 'plasma membrane', 'focal adhesion', 'Ral GTPase binding', 'glutamatergic synapse', 'Myb complex', 'transcription factor binding', 'protein homodimerization activity', 'negative regulation of apoptotic process', 'positive regulation of neuron migration', 'wound healing, spreading of cells', 'nucleolus', 'neuronal cell body', 'positive regulation of actin filament bundle assembly', 'negative regulation of protein catabolic process', 'extracellular exosome', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'semaphorin-plexin signaling pathway', 'ion channel binding', 'apical dendrite', 'protein stabilization', 'positive regulation of substrate adhesion-dependent cell spreading', 'cerebral cortex development', 'postsynapse', 'Z disc', 'establishment of Sertoli cell barrier', 'Fc-gamma receptor I complex binding', 'defense response to virus', 'regulation of membrane repolarization during atrial cardiac muscle cell action potential', 'platelet degranulation', 'SMAD binding', 'receptor clustering', 'cytosol', 'protein localization to plasma membrane', 'cell junction assembly', 'actin filament binding', 'protein localization to bicellular tight junction', 'positive regulation of neural precursor cell proliferation', 'positive regulation of potassium ion transmembrane transport', 'adenylate cyclase-inhibiting dopamine receptor signaling pathway', 'actin crosslink formation', 'RNA binding', 'protein localization to cell surface', 'mRNA transcription by RNA polymerase II', 'cadherin binding', 'Rac GTPase binding', 'filamentous actin', 'cytoplasmic sequestering of protein', 'platelet aggregation', 'mitotic spindle assembly', 'cilium assembly', 'negative regulation of DNA-binding transcription factor activity', 'actin cytoskeleton reorganization', 'positive regulation of integrin-mediated signaling pathway', 'dendritic shaft', 'perinuclear region of cytoplasm', 'positive regulation of protein import into nucleus', 'potassium channel regulator activity', 'formation of radial glial scaffolds', 'kinase binding', 'mu-type opioid receptor binding', 'negative regulation of transcription by RNA polymerase I', 'cortical cytoskeleton']",2,2,5,4,1
78,WWTR1,"['SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'transcription coactivator activity', 'protein homodimerization activity', 'transcription factor complex', 'tissue homeostasis', 'positive regulation of cell population proliferation', 'kidney morphogenesis', 'hippo signaling', 'negative regulation of fat cell differentiation', 'heart process', 'negative regulation of transcription by RNA polymerase II', 'multicellular organism growth', 'regulation of SMAD protein signal transduction', 'regulation of metanephric nephron tubule epithelial cell differentiation', 'transcription initiation from RNA polymerase II promoter', 'protein ubiquitination', 'cytosol', 'positive regulation of transcription by RNA polymerase II', 'transcription corepressor activity', 'cilium assembly', 'positive regulation of epithelial to mesenchymal transition', 'osteoblast differentiation', 'glomerulus development', 'nuclear body', 'stem cell division', 'negative regulation of canonical Wnt signaling pathway', 'negative regulation of protein kinase activity']",2,0,2,2,3
79,IGLL1,"['phagocytosis, engulfment', 'defense response to bacterium', 'complement activation, classical pathway', 'antigen binding', 'innate immune response', 'leukocyte migration', 'external side of plasma membrane', 'positive regulation of B cell activation', 'B cell receptor signaling pathway', 'phagocytosis, recognition', 'immunoglobulin receptor binding', 'immunoglobulin complex, circulating']",2,0,0,1,0
80,CATSPERD,"['multicellular organism development', 'response to progesterone', 'flagellated sperm motility', 'sperm-egg recognition', 'sperm principal piece', 'sperm capacitation', 'protein binding', 'CatSper complex']",1,0,1,1,1
81,SNAP23,"['plasma membrane', 'focal adhesion', 'nucleoplasm', 'histamine secretion by mast cell', 'phagocytic vesicle membrane', 'SNARE complex', 'SNAP receptor activity', 'synaptic vesicle fusion to presynaptic active zone membrane', 'syntaxin binding', 'extracellular exosome', 'cell-cell adherens junction', 'neuron projection', 'azurophil granule', 'mast cell granule', 'vesicle targeting', 'antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent', 'tertiary granule membrane', 'synaptic vesicle priming', 'post-Golgi vesicle-mediated transport', 'specific granule membrane', 'neutrophil degranulation', 'presynapse', 'protein transport']",0,1,2,2,0
82,PTPRK,"['cell-cell junction', 'protein kinase binding', 'beta-catenin binding', 'intracellular membrane-bounded organelle', 'neuronal cell body', 'gamma-catenin binding', 'neuron projection development', 'axon', 'cell surface', 'cellular response to UV', 'leading edge membrane', 'focal adhesion assembly', 'dendrite', 'peptidyl-tyrosine dephosphorylation', 'negative regulation of keratinocyte proliferation', 'negative regulation of cell cycle', 'protein localization to cell surface', 'negative regulation of transcription, DNA-templated', 'cellular response to reactive oxygen species', 'negative regulation of cell migration', 'integral component of plasma membrane', 'photoreceptor outer segment', 'transforming growth factor beta receptor signaling pathway', 'transmembrane receptor protein tyrosine phosphatase activity', 'adherens junction']",3,1,4,1,2
83,CRABP2,"['embryonic forelimb morphogenesis', 'regulation of transcription, DNA-templated', 'retinoic acid metabolic process', 'extracellular exosome', 'nucleoplasm', 'retinal binding', 'cytosol', 'regulation of retinoic acid receptor signaling pathway', 'endoplasmic reticulum', 'retinol binding', 'protein binding', 'retinoic acid binding', 'epidermis development', 'positive regulation of collateral sprouting']",1,0,0,3,2
84,RANBP2,"['metal ion binding', 'nuclear inclusion body', 'host cell', 'protein-containing complex binding', 'nuclear pore cytoplasmic filaments', 'positive regulation of GTPase activity', 'regulation of gluconeogenesis', 'cytoplasmic periphery of the nuclear pore complex', 'nuclear pore nuclear basket', 'regulation of cellular response to heat', 'mRNA export from nucleus', 'protein folding', 'regulation of glycolytic process', 'SUMO transferase activity', 'response to amphetamine', 'intracellular transport of virus', 'centrosome localization', 'nuclear membrane', 'annulate lamellae', 'positive regulation of glucokinase activity', 'tRNA export from nucleus', 'cytosol', 'protein peptidyl-prolyl isomerization', 'NLS-bearing protein import into nucleus', 'RNA binding', 'protein sumoylation', 'Ran GTPase binding', 'GTPase activator activity', 'mitochondrion', 'viral transcription', 'regulation of gene silencing by miRNA']",1,3,0,3,1
85,COL6A3,"['negative regulation of endopeptidase activity', 'extracellular exosome', 'growth plate cartilage chondrocyte morphogenesis', 'extracellular matrix organization', 'collagen-containing extracellular matrix', 'cell adhesion', 'endoplasmic reticulum lumen', 'extracellular matrix structural constituent conferring tensile strength', 'serine-type endopeptidase inhibitor activity', 'collagen type VI trimer', 'muscle organ development', 'sarcolemma']",0,0,2,0,3
86,RERE,"['transcription coactivator activity', 'chromatin remodeling', 'RNA polymerase II transcription factor binding', 'regulation of transcription by RNA polymerase II', 'histone deacetylase complex', 'cerebellar granule cell precursor proliferation', 'sequence-specific DNA binding', 'cerebellar Purkinje cell layer maturation', 'branching morphogenesis of a nerve', 'chromatin binding', 'dendrite morphogenesis', 'radial glia guided migration of Purkinje cell', 'positive regulation of nucleic acid-templated transcription', 'transcription corepressor activity', 'zinc ion binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'negative regulation of nucleic acid-templated transcription']",0,0,0,1,1
87,HMGB2,"['transcription coactivator activity', 'enhancer sequence-specific DNA binding', 'spermatid nucleus differentiation', 'positive regulation of endothelial cell proliferation', 'nucleoplasm', 'condensed chromosome', 'nuclear chromatin', 'transcription factor binding', 'drug binding', 'nucleosome assembly', 'protein-containing complex', 'non-sequence-specific DNA binding, bending', 'nucleolus', 'positive regulation of DNA binding', 'positive regulation of innate immune response', 'inflammatory response to antigenic stimulus', 'single-stranded DNA binding', 'protein domain specific binding', 'DNA ligation involved in DNA repair', 'four-way junction DNA binding', 'RAGE receptor binding', 'positive regulation of erythrocyte differentiation', 'supercoiled DNA binding', 'damaged DNA binding', 'DNA topological change', 'positive regulation of nuclease activity', 'response to steroid hormone', 'defense response to Gram-positive bacterium', 'regulation of neurogenesis', 'negative regulation of extrinsic apoptotic signaling pathway via death domain receptors', 'positive chemotaxis', 'positive regulation of transcription by RNA polymerase II', 'DNA geometric change', 'chemoattractant activity', 'male gonad development', 'RNA binding', 'cell chemotaxis', 'negative regulation of transcription, DNA-templated', 'cellular response to lipopolysaccharide', 'regulation of stem cell proliferation', 'apoptotic DNA fragmentation', 'chromatin remodeling', 'defense response to Gram-negative bacterium', 'positive regulation of megakaryocyte differentiation', 'extracellular space', 'response to drug', 'perinuclear region of cytoplasm', 'positive regulation of interferon-beta production', 'V(D)J recombination']",2,0,2,1,3
88,DOCK3,"['positive regulation of non-membrane spanning protein tyrosine kinase activity', 'cytosol', 'Rac guanyl-nucleotide exchange factor activity', 'SH3 domain binding', 'small GTPase mediated signal transduction']",2,0,0,1,0
89,FRYL,"['cell morphogenesis', 'cell cortex', 'neuron projection development']",0,0,0,0,2
90,DMD,"['cellular protein localization', 'structural constituent of muscle', 'cell-substrate junction', 'response to muscle stretch', 'filopodium membrane', 'muscle filament sliding', 'regulation of voltage-gated calcium channel activity', 'nitric-oxide synthase binding', 'regulation of ryanodine-sensitive calcium-release channel activity', 'muscle cell cellular homeostasis', 'positive regulation of sodium ion transmembrane transporter activity', 'neuron projection terminus', 'cardiac muscle cell action potential', 'dystroglycan binding', 'cellular protein-containing complex assembly', 'cytoskeleton', 'cell surface', 'membrane raft', 'negative regulation of peptidyl-cysteine S-nitrosylation', 'myosin binding', 'muscle fiber development', 'lateral plasma membrane', 'Z disc', 'vinculin binding', 'peptide biosynthetic process', 'structural constituent of cytoskeleton', 'cytosol', 'regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'cytoskeleton organization', 'zinc ion binding', 'sarcolemma', 'syntrophin complex', 'negative regulation of peptidyl-serine phosphorylation', 'postsynaptic membrane', 'costamere', 'actin binding', 'muscle organ development', 'regulation of heart rate', 'regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion']",3,2,4,2,1
91,DCHS1,"['hippo signaling', 'integral component of membrane', 'post-anal tail morphogenesis', 'neurogenesis', 'ossification involved in bone maturation', 'plasma membrane', 'mitral valve formation', 'heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules', 'calcium ion binding', 'cell migration involved in endocardial cushion formation', 'calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules', 'neural tube development', 'cochlea development', 'protein localization to plasma membrane', 'digestive tract development', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'branching involved in ureteric bud morphogenesis', 'apical part of cell', 'pattern specification process', 'condensed mesenchymal cell proliferation']",2,1,1,2,3
92,VAX1,"['DNA-binding transcription repressor activity, RNA polymerase II-specific', 'camera-type eye development', 'nucleus', 'axon guidance', 'chromatin DNA binding', 'skeletal muscle cell differentiation', 'roof of mouth development', 'negative regulation of transcription by RNA polymerase II', 'brain development', 'negative regulation of neuroblast proliferation', 'RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding', 'neuron migration']",0,0,0,1,1
93,DSP,"['nucleus', 'desmosome', 'ventricular compact myocardium morphogenesis', 'cell adhesion molecule binding', 'regulation of ventricular cardiac muscle cell action potential', 'cornified envelope', 'protein kinase C binding', 'basolateral plasma membrane', 'bundle of His cell-Purkinje myocyte adhesion involved in cell communication', 'extracellular exosome', 'protein localization to adherens junction', 'ficolin-1-rich granule membrane', 'intermediate filament organization', 'fascia adherens', 'structural constituent of cytoskeleton', 'scaffold protein binding', 'wound healing', 'peptide cross-linking', 'regulation of heart rate by cardiac conduction', 'RNA binding', 'intermediate filament', 'cornification', 'desmosome organization', 'protein binding, bridging', 'adherens junction organization', 'neutrophil degranulation', 'cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication']",0,1,4,1,1
94,PADI3,"['nucleus', 'identical protein binding', 'calcium ion binding', 'histone citrullination', 'cytosol', 'protein-arginine deiminase activity']",1,0,0,1,0
95,DSG4,"['cornified envelope', 'integral component of membrane', 'BMP signaling pathway', 'cornification', 'calcium ion binding', 'hair follicle development', 'desmosome', 'homophilic cell adhesion via plasma membrane adhesion molecules']",2,0,1,1,1
96,IPO13,"['cytoplasm', 'nucleus', 'Ran GTPase binding', 'obsolete protein transporter activity', 'protein import into nucleus']",0,1,0,1,0
97,BRCA1,"['chromosome segregation', 'transcription coactivator activity', 'double-strand break repair via nonhomologous end joining', 'plasma membrane', 'identical protein binding', 'nucleoplasm', 'BRCA1-A complex', 'positive regulation of histone H3-K9 acetylation', 'negative regulation of centriole replication', 'gamma-tubulin ring complex', 'positive regulation of histone H4-K16 acetylation', 'DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator', 'negative regulation of histone H3-K9 methylation', 'positive regulation of histone H4-K20 methylation', 'regulation of signal transduction by p53 class mediator', 'positive regulation of cell cycle arrest', 'RNA polymerase binding', 'transcription regulatory region DNA binding', 'DNA double-strand break processing', 'cellular response to indole-3-methanol', 'positive regulation of angiogenesis', 'regulation of cell population proliferation', 'androgen receptor signaling pathway', 'regulation of DNA methylation', 'double-strand break repair via homologous recombination', 'negative regulation of intracellular estrogen receptor signaling pathway', 'positive regulation of histone H3-K9 methylation', 'positive regulation of protein ubiquitination', 'negative regulation of histone acetylation', 'damaged DNA binding', 'mitotic G2/M transition checkpoint', 'response to estrogen', 'negative regulation of extrinsic apoptotic signaling pathway via death domain receptors', 'regulation of gene expression by genetic imprinting', 'androgen receptor binding', 'ubiquitin-protein transferase activity', 'postreplication repair', 'DNA replication', 'cellular response to tumor necrosis factor', 'positive regulation of transcription by RNA polymerase II', 'negative regulation of histone H3-K4 methylation', 'positive regulation of vascular endothelial growth factor production', 'RNA binding', 'tubulin binding', 'regulation of transcription by RNA polymerase III', 'zinc ion binding', 'positive regulation of DNA repair', 'negative regulation of transcription, DNA-templated', 'negative regulation of reactive oxygen species metabolic process', 'lateral element', 'protein K6-linked ubiquitination', 'response to ionizing radiation', 'BRCA1-BARD1 complex', 'chordate embryonic development', 'protein autoubiquitination', 'ubiquitin protein ligase binding', 'signal transduction involved in G2 DNA damage checkpoint', 'ribonucleoprotein complex', 'negative regulation of G0 to G1 transition', 'intrinsic apoptotic signaling pathway in response to DNA damage', 'negative regulation of fatty acid biosynthetic process', 'protein deubiquitination', 'dosage compensation by inactivation of X chromosome', 'positive regulation of histone H3-K4 methylation']",3,0,0,4,3
98,TXNDC9,"['cell redox homeostasis', 'nucleus', 'cytosol', 'centrosome', 'midbody', 'cadherin binding']",0,0,0,1,0
99,UNC5B,"['positive regulation of phosphatidylinositol 3-kinase signaling', 'integral component of membrane', 'anterior/posterior axon guidance', 'plasma membrane', 'angiogenesis', 'negative regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'negative regulation of neuron apoptotic process', 'netrin receptor activity', 'membrane raft', 'protein binding', 'netrin-activated signaling pathway']",1,0,0,2,1
100,GPSM2,"['regulation of mitotic spindle organization', 'identical protein binding', 'G-protein alpha-subunit binding', 'positive regulation of spindle assembly', 'protein-containing complex', 'protein C-terminus binding', 'lateral cell cortex', 'protein self-association', 'mitotic spindle pole', 'protein domain specific binding', 'maintenance of centrosome location', 'establishment of mitotic spindle orientation', 'lateral plasma membrane', 'GDP-dissociation inhibitor activity', 'cell division', 'dynein complex binding', 'nucleotide binding', 'cytosol', 'regulation of catalytic activity', 'G protein-coupled receptor signaling pathway', 'Ran protein signal transduction', 'positive regulation of protein localization to cell cortex', 'centrosome']",2,1,2,2,0
101,ATP2A3,"['sarcoplasmic reticulum membrane', 'integral component of membrane', 'nuclear membrane', 'metal ion binding', 'ATP hydrolysis coupled cation transmembrane transport', 'regulation of cardiac conduction', 'ATPase-coupled calcium transmembrane transporter activity', 'proton transmembrane transport', 'platelet dense tubular network membrane', 'proton-exporting ATPase activity, phosphorylative mechanism', 'ATP binding', 'cellular calcium ion homeostasis', 'calcium ion transmembrane transport']",1,2,0,1,0
102,FAT1,"['filopodium', 'anatomical structure morphogenesis', 'cell-cell junction', 'extracellular exosome', 'integral component of plasma membrane', 'nucleus', 'focal adhesion', 'calcium ion binding', 'cell migration', 'perinuclear region of cytoplasm', 'cell-cell signaling', 'actin filament organization', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'lamellipodium', 'protein binding', 'establishment or maintenance of cell polarity']",2,0,3,1,1
103,SPTBN5,"['filamentous actin', 'protein self-association', 'spectrin binding', 'axon guidance', 'photoreceptor connecting cilium', 'dynein intermediate chain binding', 'MAPK cascade', 'spectrin', 'kinesin binding', 'cytosol', 'dynactin binding', 'protein homooligomerization', 'microtubule organizing center', 'photoreceptor disc membrane', 'Golgi organization', 'actin binding', 'lysosomal transport', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'myosin tail binding', 'actin filament capping']",0,1,2,1,0
104,RAB6B,"['GTPase activity', 'intracellular protein transport', 'Rab protein signal transduction', 'GTP binding', 'Golgi membrane', 'retrograde transport, endosome to Golgi', 'retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum', 'myosin V binding', 'cytosol', 'endoplasmic reticulum-Golgi intermediate compartment', 'cytoplasmic vesicle', 'intra-Golgi vesicle-mediated transport', 'presynapse']",2,1,0,1,0
105,WWOX,"['transcription coactivator activity', 'protein dimerization activity', 'cellular response to transforming growth factor beta stimulus', 'positive regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'plasma membrane', 'RNA polymerase II transcription factor complex', 'microvillus', 'intrinsic apoptotic signaling pathway by p53 class mediator', 'steroid metabolic process', 'negative regulation of transcription by RNA polymerase II', 'oxidation-reduction process', 'enzyme binding', 'coenzyme binding', 'Golgi apparatus', 'cytosol', 'positive regulation of transcription by RNA polymerase II', 'oxidoreductase activity', 'osteoblast differentiation', 'negative regulation of Wnt signaling pathway', 'mitochondrion', 'skeletal system morphogenesis']",2,0,0,4,2
106,CSRP2,"['metal ion binding', 'multicellular organism development', 'nucleus', 'focal adhesion', 'protein binding', 'cell differentiation']",0,0,2,1,1
107,PRDM13,"['metal ion binding', 'neurogenesis', 'nucleus', 'chromatin DNA binding', 'negative regulation of transcription by RNA polymerase II', 'RNA polymerase II regulatory region sequence-specific DNA binding', 'histone methyltransferase activity', 'histone methylation', 'DNA-binding transcription factor activity, RNA polymerase II-specific']",0,0,0,1,2
108,CRIP2,"['cell cortex', 'protein binding', 'positive regulation of cell population proliferation', 'zinc ion binding', 'hemopoiesis']",0,0,0,1,0
109,NFKBIA,"['lipopolysaccharide-mediated signaling pathway', 'tumor necrosis factor-mediated signaling pathway', 'plasma membrane', 'cytoplasmic sequestering of NF-kappaB', 'response to muscle stretch', 'nucleoplasm', 'identical protein binding', 'negative regulation of Notch signaling pathway', 'negative regulation of apoptotic process', 'negative regulation of macrophage derived foam cell differentiation', 'negative regulation of lipid storage', 'nucleotide-binding oligomerization domain containing 2 signaling pathway', 'protein import into nucleus', 'nucleotide-binding oligomerization domain containing 1 signaling pathway', 'regulation of cell population proliferation', 'nuclear localization sequence binding', 'regulation of NIK/NF-kappaB signaling', 'positive regulation of inflammatory response', 'negative regulation of myeloid cell differentiation', 'positive regulation of cholesterol efflux', 'positive regulation of cellular protein metabolic process', 'interleukin-1-mediated signaling pathway', 'response to muramyl dipeptide', 'NF-kappaB binding', 'cytosol', 'cellular response to cold', 'positive regulation of transcription by RNA polymerase II', 'toll-like receptor 4 signaling pathway', 'negative regulation of DNA binding', 'response to exogenous dsRNA', 'I-kappaB kinase/NF-kappaB signaling', 'ubiquitin protein ligase binding', 'viral process', 'protein deubiquitination', 'I-kappaB/NF-kappaB complex']",2,1,0,3,0
110,RBBP8,"['nucleotide-excision repair', 'single-stranded DNA endodeoxyribonuclease activity', 'regulation of transcription by RNA polymerase II', 'identical protein binding', 'nucleoplasm', 'regulation of signal transduction by p53 class mediator', 'nucleic acid phosphodiester bond hydrolysis', 'response to estradiol', 'single-stranded DNA binding', 'site of double-strand break', 'double-strand break repair via homologous recombination', 'damaged DNA binding', 'DNA double-strand break processing involved in repair via single-strand annealing', 'transcriptional repressor complex', 'flap-structured DNA binding', 'Y-form DNA binding', 'double-strand/single-strand DNA junction binding', 'RNA polymerase II repressing transcription factor binding', 'cell division', 'DNA replication', 'negative regulation of nucleic acid-templated transcription', 'G1/S transition of mitotic cell cycle', 'transcription corepressor activity', 'negative regulation of G0 to G1 transition', 'meiotic cell cycle', 'double-stranded DNA binding', 'blastocyst hatching']",3,0,1,3,0
111,HRNR,"['cornified envelope', 'keratinization', 'azurophil granule lumen', 'keratohyalin granule', 'extracellular exosome', 'nucleus', 'calcium ion binding', 'perinuclear region of cytoplasm', 'collagen-containing extracellular matrix', 'structural constituent of epidermis', 'transition metal ion binding', 'establishment of skin barrier', 'cell envelope organization', 'neutrophil degranulation']",1,0,1,1,0
112,GRIK2,"['glutamatergic synapse', 'negative regulation of neuron apoptotic process', 'protein homodimerization activity', 'ligand-gated ion channel activity involved in regulation of presynaptic membrane potential', 'extracellularly glutamate-gated ion channel activity', 'terminal bouton', 'regulation of long-term neuronal synaptic plasticity', 'ion transmembrane transport', 'excitatory postsynaptic potential', 'PDZ domain binding', 'dendrite cytoplasm', 'transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential', 'regulation of short-term neuronal synaptic plasticity', 'cell junction', 'cellular calcium ion homeostasis', 'postsynaptic density', 'neuronal action potential', 'regulation of JNK cascade', 'kainate selective glutamate receptor activity', 'positive regulation of synaptic transmission', 'regulation of presynaptic membrane potential', 'perikaryon', 'receptor clustering', 'behavioral fear response', 'presynaptic membrane', 'hippocampal mossy fiber to CA3 synapse', 'kainate selective glutamate receptor complex', 'ubiquitin conjugating enzyme binding', 'negative regulation of synaptic transmission, glutamatergic', 'ionotropic glutamate receptor signaling pathway', 'inhibitory postsynaptic potential', 'postsynaptic membrane', 'ubiquitin protein ligase binding', 'positive regulation of neuron apoptotic process']",3,1,1,2,0
113,KCNQ2,"['ankyrin binding', 'node of Ranvier', 'chemical synaptic transmission', 'axon initial segment', 'potassium ion transmembrane transport', 'calmodulin binding', 'nervous system development', 'delayed rectifier potassium channel activity', 'regulation of ion transmembrane transport', 'voltage-gated potassium channel complex']",0,1,0,1,1
114,SGCB,"['cytoplasm', 'sarcoglycan complex', 'integral component of plasma membrane', 'cytoskeleton', 'cardiac muscle cell development', 'vascular smooth muscle cell development', 'muscle fiber development', 'muscle organ development', 'sarcolemma']",0,0,2,0,1
115,LZTS2,"['mitotic cytokinesis', 'vesicle', 'plasma membrane', 'nuclear export', 'microtubule', 'microtubule severing', 'primary ureteric bud growth', 'cytosol', 'negative regulation of cell population proliferation', 'centrosome', 'ureter morphogenesis', 'negative regulation of canonical Wnt signaling pathway', 'protein binding', 'negative regulation of protein localization to nucleus', 'midbody', 'spindle midzone assembly']",1,2,2,2,2
116,PRMT8,"['anchored component of the cytoplasmic side of the plasma membrane', 'regulation of transcription, DNA-templated', 'protein heterodimerization activity', 'protein-arginine omega-N monomethyltransferase activity', 'histone arginine methylation', 'protein homodimerization activity', 'cytosol', 'protein homooligomerization', 'protein-arginine omega-N asymmetric methyltransferase activity', 'histone-arginine N-methyltransferase activity', 'regulation of protein binding', 'peptidyl-arginine methylation, to asymmetrical-dimethyl arginine', 'S-adenosyl-L-methionine binding']",0,0,0,1,0
117,UBC,"['endosome membrane', 'membrane organization', 'plasma membrane', 'endocytic vesicle membrane', 'nucleoplasm', 'MyD88-dependent toll-like receptor signaling pathway', 'host cell', 'anaphase-promoting complex-dependent catabolic process', 'negative regulation of apoptotic process', 'activation of MAPK activity', 'protease binding', 'TRIF-dependent toll-like receptor signaling pathway', 'error-free translesion synthesis', 'negative regulation of transforming growth factor beta receptor signaling pathway', 'error-prone translesion synthesis', 'extracellular exosome', 'nucleotide-excision repair, DNA gap filling', 'regulation of transcription from RNA polymerase II promoter in response to hypoxia', 'transmembrane transport', 'nucleotide-binding oligomerization domain containing signaling pathway', 'negative regulation of transcription by RNA polymerase II', 'global genome nucleotide-excision repair', 'endosomal transport', 'virion assembly', 'positive regulation of apoptotic process', 'Wnt signaling pathway', 'intracellular transport of virus', 'mitochondrial outer membrane', 'endoplasmic reticulum membrane', 'interleukin-1-mediated signaling pathway', 'nucleotide-excision repair, preincision complex assembly', 'protein targeting to peroxisome', 'cytosol', 'interstrand cross-link repair', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of NF-kappaB transcription factor activity', 'RNA binding', 'nucleotide-excision repair, DNA duplex unwinding', 'transcription-coupled nucleotide-excision repair', 'protein tag', ""nucleotide-excision repair, DNA incision, 5'-to lesion"", 'I-kappaB kinase/NF-kappaB signaling', 'nucleotide-excision repair, DNA damage recognition', 'ubiquitin protein ligase binding', 'regulation of mRNA stability', 'JNK cascade', 'DNA damage response, detection of DNA damage', 'protein deubiquitination', 'protein polyubiquitination']",2,1,2,4,1
118,PRKACG,"['spermatogenesis', 'activation of protein kinase A activity', 'cellular response to glucagon stimulus', 'nucleoplasm', 'blood coagulation', 'stimulatory C-type lectin receptor signaling pathway', 'cAMP-dependent protein kinase activity', 'high-density lipoprotein particle assembly', 'ciliary base', 'cytosol', 'intercellular bridge', 'male gonad development', 'ATP binding', 'renal water homeostasis']",2,0,1,1,2
119,GSTM5,"['glutathione transferase activity', 'identical protein binding', 'cytosol', 'intercellular bridge', 'glutathione metabolic process', 'glutathione derivative biosynthetic process']",0,0,0,3,0
120,PPP1R14B,"['cytoplasm', 'negative regulation of phosphoprotein phosphatase activity', 'regulation of phosphorylation', 'protein serine/threonine phosphatase inhibitor activity', 'innate immune response']",2,0,0,0,0
121,CTNND1,"['growth cone', 'nucleus', 'glutamatergic synapse', 'presynaptic active zone cytoplasmic component', 'regulation of postsynaptic membrane neurotransmitter receptor levels', 'protein kinase binding', 'extracellular exosome', 'catenin complex', 'zonula adherens', 'cell-cell adhesion', 'cytosol', 'lamellipodium', 'entry of bacterium into host cell', 'dendritic spine', 'brain development', 'midbody', 'Schaffer collateral - CA1 synapse', 'hippocampal mossy fiber to CA3 synapse', 'cadherin binding', 'postsynaptic density, intracellular component', 'signaling receptor binding', 'negative regulation of canonical Wnt signaling pathway', 'adherens junction organization', 'cell-cell junction assembly']",2,0,4,1,2
122,CNP,"['plasma membrane', 'regulation of mitochondrial membrane permeability', 'mitochondrial inner membrane', 'nucleoplasm', 'pseudopodium', ""2',3'-cyclic-nucleotide 3'-phosphodiesterase activity"", 'microvillus', 'response to toxic substance', 'extracellular exosome', 'cyclic nucleotide catabolic process', 'oligodendrocyte differentiation', 'response to lipopolysaccharide', 'melanosome', 'mitochondrial outer membrane', 'axonogenesis', 'cytosol', 'forebrain development', 'RNA binding', 'substantia nigra development', 'chemical synaptic transmission', 'aging', 'perinuclear region of cytoplasm', 'myelin sheath abaxonal region', 'myelin sheath adaxonal region', 'cyclic nucleotide binding', 'microtubule cytoskeleton organization', 'adult locomotory behavior']",1,0,3,4,2
123,GART,"['metal ion binding', 'phosphoribosylglycinamide formyltransferase activity', 'cerebral cortex development', 'response to organic substance', 'extracellular exosome', 'phosphoribosylamine-glycine ligase activity', 'phosphoribosylformylglycinamidine cyclo-ligase activity', 'glycine metabolic process', 'cytosol', 'response to inorganic substance', 'tetrahydrofolate biosynthetic process', 'adenine biosynthetic process', ""'de novo' IMP biosynthetic process"", 'ATP binding', 'cerebellum development', 'brainstem development']",1,0,1,3,1
124,LRRC49,"['cytoplasm', 'microtubule', 'outer dynein arm assembly']",0,0,2,0,0
125,AP2M1,"['clathrin-dependent endocytosis', 'low-density lipoprotein particle receptor catabolic process', 'lipid binding', 'receptor internalization', 'low-density lipoprotein particle receptor binding', 'transporter activity', 'endolysosome membrane', 'vesicle budding from membrane', 'signal sequence binding', 'Wnt signaling pathway, planar cell polarity pathway', 'extracellular exosome', 'ion channel binding', 'ephrin receptor signaling pathway', 'antigen processing and presentation of exogenous peptide antigen via MHC class II', 'intracellular protein transport', 'clathrin adaptor activity', 'cytosol', 'AP-2 adaptor complex', 'regulation of defense response to virus by virus', 'low-density lipoprotein particle clearance', 'regulation of vesicle size', 'negative regulation of protein localization to plasma membrane']",2,2,0,3,0
126,VBP1,"['nucleus', 'protein folding', 'prefoldin complex', 'cytosol', 'polysome', 'tubulin complex assembly', 'microtubule-based process', 'tubulin binding']",0,0,2,2,0
